No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (YTD),Beta,Average True Range,Volatility (Week),Volatility (Month),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,50-Day High,50-Day Low,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Analyst Recom,Average Volume,Relative Volume,Price,Change,Volume,Earnings Date,Target Price,IPO Date,After-Hours Close,After-Hours Change
3402,IDRA,"Idera Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,70.85,,,,,,2.29,,,,-2.6,-31.60%,26.10%,4.80%,,81.80%,-83.70%,,33.58,25.54,0.60%,,25.20%,-0.29%,1.86%,1.41,-189.00%,,411.30%,4.5,4.5,,,,,,10.29%,9.76%,22.95%,80.00%,-16.04%,23.63%,2.02,0.21,7.60%,9.04%,1.51%,5.26%,22.90%,-18.18%,25.00%,-27.42%,176.75%,51.31,3.69%,1.40%,1.7,336.52,0.27,2.25,5.14%,92407,8/4/2020 16:30,,1/25/1996,2.25,0.00%
6506,SZC,The Cushing Renaissance Fund,Financial,Closed-End Fund - Equity,USA,70.01,,,,,,,,9.51%,,,,,,,,,,2.6,,,,29.53%,,,0.03,,,,,,,,,,,0.15%,-13.10%,-12.60%,7.47%,-47.81%,-50.31%,,0.61,2.19%,2.22%,-6.12%,-10.96%,-24.03%,-17.27%,2.16%,-51.46%,107.64%,28.54,-0.41%,0.71%,,13,1.17,26.91,0.30%,15297,,,9/26/2012,26.9,-0.04%
2221,EVY,Eaton Vance New York Municipal Income Trust,Financial,Asset Management,USA,69.1,7.21,,,15.24,0.87,,,,,1.77,,,,,,,-9.10%,5.4,,,,14.42%,,,0.02,,,,,,,,,,,0.25%,-1.90%,0.60%,3.16%,-4.18%,-4.50%,,0.11,0.35%,0.80%,-0.96%,-2.41%,-0.95%,-6.56%,0.72%,-14.15%,26.94%,36.84,-0.06%,0.00%,,6.92,0.71,12.79,-0.06%,4883,,,1/27/1999,,
7037,VCF,"Delaware Investments Colorado Municipal Income Fund, Inc.",Financial,Asset Management,USA,67.04,99.71,,,16.18,0.97,,,3.46%,,0.14,,,,,,,-8.20%,4.84,,,,7.46%,,,0.8,,,,,,,,,,,0.43%,-0.64%,1.91%,4.50%,-5.58%,-7.10%,,0.11,0.43%,0.65%,0.18%,-0.52%,-1.71%,-3.55%,2.59%,-12.22%,13.14%,48.38,-0.29%,0.00%,,5.22,0.72,13.86,-0.29%,3788,,,7/22/1993,,
4388,MITO,Stealth BioTherapeutics Corp,Healthcare,Biotechnology,Cayman Islands,65.22,,,,3.09,5.5,2.05,,,,-1.06,25.80%,55.60%,,,,43.60%,,47.95,0.09,,,11.50%,1.32%,28.99%,0.19,-103.00%,-465.60%,-205.50%,1.5,1.5,0,0.9,,,,-1.49%,-16.46%,-27.58%,0.00%,-78.36%,-59.51%,,0.07,4.12%,5.27%,-9.71%,-21.39%,-39.85%,-47.20%,0.76%,-90.84%,46.63%,24.65,-2.94%,0.74%,2.5,140.5,0.36,1.32,-2.22%,50807,8/6/2020 8:30,,2/15/2019,1.32,0.00%
6381,SSBI,Summit State Bank,Financial,Banks - Regional,USA,64.28,7.56,,,1.97,0.94,1.62,,4.53%,45.00%,1.4,10.90%,,36.10%,0.00%,-0.30%,69.40%,15.30%,6.07,5.15,4.40%,,15.50%,6.81%,0.05%,0.5,0.90%,9.70%,23.10%,,,0.09,0.09,,68.10%,19.80%,-3.46%,6.97%,16.37%,33.02%,-11.30%,-18.32%,0.8,0.3,3.84%,1.99%,2.46%,5.32%,2.01%,-7.91%,17.60%,-19.83%,62.92%,53.22,-4.77%,-0.27%,,5.29,1.83,10.59,-5.02%,9457,,7.2,7/14/2006,,
6554,TCON,"TRACON Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,63.85,,,,,10.19,,,,,-4.46,42.40%,28.70%,-4.90%,,,67.00%,,6.39,4.13,1.50%,,13.00%,19.93%,12.89%,0.33,-99.60%,-562.50%,,1.6,1.6,0.93,1.5,,,,-1.44%,98.76%,148.19%,249.64%,20.05%,104.70%,0.67,0.64,9.95%,18.25%,4.56%,65.54%,90.48%,-24.80%,209.03%,-24.80%,404.21%,56.78,-6.63%,-0.77%,2.2,1618.76,0.38,4.79,-7.35%,620275,8/5/2020 16:30,5.33,1/30/2015,4.82,0.63%
4076,LGC,Legacy Acquisition Corp.,Financial,Shell Companies,USA,63.43,,,,,28.23,,,,,-0.05,,,,,,,,6.12,2.68,,,,,0.39%,0.38,,,,,,,,,,,0.00%,-0.38%,-0.10%,1.07%,1.77%,0.88%,,0.11,0.98%,0.96%,-0.84%,-1.21%,-0.28%,-3.81%,0.58%,-8.80%,9.05%,41.44,-0.10%,0.00%,2.5,27.41,1.31,10.36,-0.10%,36332,,,12/1/2017,,
1649,DDF,"Delaware Investments Dividend and Income Fund, Inc.",Financial,Closed-End Fund - Equity,USA,62.27,,,,14.97,0.93,,,8.15%,,-0.5,,,,,,,-32.00%,7.69,,,,4.21%,,,0.08,,,,,,,,,,,2.53%,-4.93%,-4.71%,3.58%,-39.69%,-46.57%,,0.13,1.15%,1.37%,-1.89%,-3.78%,-21.39%,-8.58%,3.18%,-51.35%,62.00%,42.93,-0.37%,0.74%,,31.81,0.28,8.1,0.37%,8839,,,3/19/1993,8.18,0.99%
2898,GNCA,"Genocea Biosciences, Inc.",Healthcare,Biotechnology,USA,61.84,,,,68.71,8.92,2.8,,,,-1.47,30.00%,20.70%,36.40%,,,8.20%,,29.14,26.36,0.20%,,46.60%,-2.70%,12.30%,2.83,-83.10%,-220.00%,,1.1,1.1,0,1.88,,,,5.19%,-2.19%,1.83%,34.34%,-20.07%,7.73%,2.13,0.21,7.17%,9.89%,-3.88%,-19.42%,-3.42%,-61.22%,14.36%,-61.22%,102.73%,43.31,-2.62%,0.00%,1.4,1145.75,0.36,2.23,-2.62%,409609,7/23/2020 8:30:00 AM,,2/5/2014,2.15,-3.59%
6206,SMM,Salient Midstream & MLP Fund,Financial,Asset Management,USA,61.67,,,,,,,,6.90%,,,,,,,,,,17.72,,,,43.78%,,,0.18,,,,,,,,,,,2.05%,-14.50%,-15.74%,7.41%,-54.75%,-55.33%,,0.12,2.91%,3.08%,-6.49%,-12.34%,-28.96%,-23.52%,3.88%,-56.96%,67.31%,32.18,-1.42%,0.86%,,77.33,0.76,3.48,-0.57%,58283,,,5/25/2012,,
7285,WEI,Weidai Ltd.,Technology,Software - Application,China,59.93,1.54,,,0.12,0.17,0.38,,,0.00%,0.53,-54.50%,,,,,36.30%,217.40%,70.45,35.38,,,0.70%,-33.34%,0.06%,0.5,4.20%,9.00%,3.90%,1.7,1.7,0.02,0.15,58.00%,6.10%,7.40%,-10.79%,-36.22%,-39.10%,-35.20%,-86.87%,-73.95%,,0.09,6.27%,8.67%,-20.83%,-28.98%,-51.16%,-44.90%,1.00%,-87.54%,1.00%,24.77,-0.11%,-3.71%,4,43.9,0.24,0.81,-3.81%,10535,,,11/15/2018,,
882,BRLI,Brilliant Acquisition Corporation,Financial,Shell Companies,China,59.82,,,,,,,,,,,,,,,,,,6.11,0.72,,,,,0.11%,0.05,,,,,,,,,,,0.30%,-0.52%,,,,0.40%,,0.04,0.10%,0.27%,0.09%,-0.05%,-0.05%,-1.62%,0.50%,-1.62%,0.50%,50.92,0.00%,-0.08%,,14.37,0,9.79,-0.08%,12,,,7/22/2020,,
4640,NBO,"Neuberger Berman New York Municipal Fund, Inc.",Financial,Asset Management,USA,59.36,,,,16.31,0.91,,,4.02%,,-0.53,,,,,,,-40.50%,5.08,,,,29.81%,,,0.15,,,,,,,,,,,-1.06%,-1.52%,-0.34%,5.79%,-6.26%,-6.19%,,0.14,0.82%,1.15%,-1.57%,-2.30%,-1.72%,-5.34%,0.60%,-11.44%,29.89%,36.15,1.48%,-1.03%,,10.67,1.26,11.69,0.43%,13185,,,9/25/2002,,
7073,VFL,Delaware Investments National Municipal Income Fund,Financial,Asset Management,USA,56.02,,,,14.06,0.9,,,4.12%,,-0.04,,,,,,,-5.70%,4.53,,,,20.29%,,,0.53,,,,,,,,,,,0.32%,-1.83%,0.60%,5.19%,-7.31%,-6.90%,,0.09,0.35%,0.59%,-0.97%,-2.69%,-1.76%,-6.57%,0.45%,-11.58%,33.23%,34.15,-0.08%,0.33%,,7.58,1.12,12.37,0.25%,8439,,,2/19/1993,,
2179,ETTX,Entasis Therapeutics Holdings Inc.,Healthcare,Biotechnology,USA,55.5,,,,7.93,0.72,1.09,,,,-3.26,-3.50%,46.80%,,,,23.10%,,17.1,5.39,68.40%,,31.50%,-9.59%,5.28%,1.62,-89.90%,-106.20%,-112.80%,8.9,8.9,0,0,,,,-8.85%,-18.25%,-29.45%,-16.26%,-63.15%,-58.55%,,0.19,6.73%,7.27%,-23.25%,-25.50%,-40.21%,-45.07%,0.98%,-67.20%,17.71%,24.99,-0.96%,1.96%,1.8,175.51,0.74,2.06,0.98%,137370,,,9/26/2018,2.06,0.00%
3613,IRR,Voya Natural Resources Equity Income Fund,Financial,Closed-End Fund - Equity,USA,53.2,,,,,,,,13.25%,,,,,,,,,,22.74,,,,34.11%,,,0.13,,,,,,,,,,,-2.50%,-9.65%,-3.31%,7.34%,-35.71%,-43.20%,,0.07,2.05%,2.32%,-5.68%,-6.67%,-17.58%,-11.36%,0.00%,-44.94%,73.33%,35.7,0.86%,-4.92%,,123.17,1.22,2.34,-4.10%,151694,,,10/25/2006,2.33,-0.43%
5546,PYN,PIMCO New York Municipal Income Fund III,Financial,Closed-End Fund - Debt,USA,52.61,79.91,,,13.05,1.04,,,4.68%,,0.12,,,,,,,-12.40%,5.73,,,,7.51%,,,0.09,,,,,,,,,,,0.00%,-1.71%,-2.23%,16.04%,-6.80%,-4.57%,,0.16,2.31%,1.63%,-0.26%,0.38%,0.55%,-3.16%,3.49%,-14.03%,31.29%,49.5,-0.65%,0.87%,,8,2.16,9.19,0.22%,16875,,,10/29/2002,,
976,BWL-A,Bowl America Incorporated,Consumer Cyclical,Leisure,USA,52.53,33.99,,,2.3,2.36,7.4,,6.80%,,0.3,,,-19.58%,,-5.10%,,-96.20%,5.16,2.29,,,24.10%,-1.84%,0.05%,0.53,,,1.50%,5.5,5.2,0,0,65.10%,1.60%,,1.64%,9.30%,1.88%,-29.93%,-33.46%,-33.55%,0.65,0.27,1.51%,1.40%,7.41%,6.18%,-14.48%,-7.87%,12.57%,-38.49%,26.58%,59.89,0.00%,4.57%,,1.94,0.09,10.3,4.57%,175,,,5/24/1979,,
2807,GER,Goldman Sachs MLP and Energy Renaissance Fund,Financial,Closed-End Fund - Equity,USA,52.09,,,,,,,,10.54%,,,,,,,,,,8.86,,,,25.48%,,,0.47,,,,,,,,,,,-3.13%,-18.11%,-21.70%,-11.44%,-86.13%,-84.81%,,0.18,2.82%,2.54%,-11.18%,-16.94%,-62.34%,-24.95%,-1.67%,-86.61%,16.67%,23.28,-1.84%,0.17%,,47.01,2.71,5.88,-1.67%,123762,,,9/26/2014,,
4916,NXN,Nuveen New York Select Tax-Free Income Portfolio,Financial,Closed-End Fund - Debt,USA,51.97,35.03,,,24.24,0.95,,,3.55%,,0.38,,,,,,,-0.90%,3.92,,,,13.62%,,,0.31,,,,,,,,,,,0.61%,-2.65%,3.60%,5.50%,-6.10%,-6.46%,,0.18,1.23%,1.30%,-0.54%,-1.00%,-0.53%,-3.70%,3.36%,-8.69%,19.06%,48.25,0.08%,1.15%,,3.74,0.53,13.24,1.22%,1984,,,6/19/1992,,
4649,NCB,Nuveen California Municipal Value Fund 2,Financial,Asset Management,USA,51.69,8.12,,,24.17,0.93,,,2.62%,,1.93,,,,,,402.00%,-19.80%,3.3,,,,9.79%,,,0.44,,,,,,,,,,,0.71%,1.56%,8.12%,6.53%,-2.38%,-0.95%,,0.16,1.19%,1.11%,0.86%,1.94%,4.45%,-1.20%,7.41%,-7.70%,27.96%,60.05,-0.64%,0.70%,,8.42,0.64,15.65,0.06%,5447,,,4/28/2009,,
2896,GMZ,Goldman Sachs MLP Income Opportunities Fund,Financial,Closed-End Fund - Equity,USA,51.68,,,,,,,,10.14%,,,,,,,,,,6.39,,,,28.70%,,,0.11,,,,,,,,,,,-7.12%,-14.21%,-15.38%,-3.69%,-83.20%,-80.96%,,0.25,4.22%,2.53%,-8.57%,-12.21%,-56.83%,-19.82%,4.25%,-83.42%,48.17%,26.73,3.06%,-1.26%,,39.08,2.43,8.09,1.76%,93045,,,11/26/2013,,
244,ALRN,"Aileron Therapeutics, Inc.",Healthcare,Biotechnology,USA,48.33,,,,,2.32,2.56,,,,-0.92,44.10%,9.70%,-1.80%,2.10%,,46.00%,,31.22,26.79,1.10%,,17.60%,42.08%,2.67%,0.91,-97.70%,-160.00%,,4,4,0.01,0.02,,,,-2.38%,0.82%,6.03%,289.98%,151.02%,114.66%,,0.11,5.83%,9.57%,-1.20%,1.60%,44.50%,-28.49%,46.43%,-38.19%,392.00%,49.81,-7.52%,3.10%,1.4,788,0.2,1.23,-4.65%,157825,,,6/29/2017,1.23,0.00%
2630,FRSX,Foresight Autonomous Holdings Ltd.,Consumer Cyclical,Auto Parts,Israel,48,,,,,2.16,,,,,-0.47,2.30%,27.90%,,,,,,51.78,39.97,,,1.84%,,0.25%,0.04,,,,,,,,,,,7.80%,-3.43%,-41.32%,33.05%,-33.78%,-10.85%,,0.08,6.62%,8.87%,2.57%,-17.32%,-10.53%,-44.15%,14.46%,-52.46%,101.11%,43.18,0.77%,0.25%,2,2292.05,0.16,0.93,1.02%,378841,,,6/15/2017,0.9,-2.93%
511,AUVI,"Applied UV, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,46.98,64.32,,,5.4,,31.32,,,,0.11,288.90%,,,,,,-6.70%,6.58,1,,,,,0.57%,0.01,,,187.80%,1.4,1.3,0.06,0.24,34.90%,,,-6.18%,-16.98%,,,,-38.45%,,1.32,9.30%,15.86%,5.40%,0.90%,0.90%,-45.03%,38.98%,-45.03%,38.98%,,-0.56%,-1.24%,,901.61,0.05,7.14,-1.79%,43822,,,8/31/2020,7.01,-1.82%
334,ANPC,"AnPac Bio-Medical Science Co., Ltd.",Healthcare,Biotechnology,China,46.41,,,,27.3,,51.57,,,,-1,-140.30%,,,,,,3.40%,11.9,1.33,,,0.02%,,0.68%,0.03,,,-394.40%,0.3,0.3,,,46.10%,,,-12.56%,-26.86%,-36.74%,-46.94%,,-65.33%,,0.43,9.84%,9.54%,-15.71%,-29.65%,-45.34%,-63.21%,6.85%,-67.98%,6.85%,36.28,0.00%,4.28%,2,316.85,0.13,3.9,4.28%,41832,9/10/2020 8:30,,1/30/2020,3.91,0.26%
5160,PCF,High Income Securities Fund,Financial,Closed-End Fund - Debt,USA,46.3,20.65,,,16.58,0.89,,,11.78%,,0.4,,,,,,114.00%,34.20%,5.57,,,,36.87%,,,0.35,,,,,,,,,,,1.96%,2.09%,7.63%,35.73%,-1.73%,-7.14%,,0.15,1.22%,1.86%,0.38%,2.42%,3.53%,-7.04%,6.53%,-13.42%,77.02%,55.83,0.00%,-0.12%,,25.1,0.93,8.32,-0.12%,23116,,,7/9/1987,8.42,1.20%
1240,CIF,MFS Intermediate High Income Fund,Financial,Closed-End Fund - Debt,USA,45.52,45,,,12.14,1.01,,,,,0.05,,,,,,,-9.50%,19.45,,,,16.64%,,,0.27,,,,,,,,,,,1.30%,0.86%,9.35%,15.27%,-9.30%,-15.98%,,0.03,1.48%,1.44%,0.34%,1.30%,-1.28%,-1.68%,6.36%,-24.27%,65.96%,53.38,0.00%,0.43%,,67.86,0.71,2.34,0.43%,48481,,,7/22/1988,2.34,0.00%
6694,TOPS,Top Ships Inc.,Industrials,Marine Shipping,Greece,44.04,,,,0.64,0,7.86,,,,-114.05,13.60%,22.20%,-52.96%,,78.90%,87.10%,65.50%,39.83,33.49,,,0.30%,50.72%,6.32%,0.43,-6.10%,-23.00%,0.20%,0.3,0.3,2.07,2.2,97.00%,5.50%,-34.40%,15.14%,-10.24%,-65.56%,-78.79%,-98.41%,-94.30%,0.01,0.1,8.53%,8.82%,3.03%,-27.55%,-84.43%,-59.29%,20.00%,-99.05%,20.00%,40.07,3.64%,1.85%,3,4912.99,0.52,1.14,5.56%,2554284,,,7/23/2004,1.14,0.00%
2716,FWP,Forward Pharma A/S,Healthcare,Biotechnology,Denmark,42.7,,,,,0.57,,,,,-1.74,51.80%,,52.30%,21.00%,,93.90%,,6.79,0.48,,,12.10%,-37.66%,1.07%,0.1,-4.60%,-4.60%,,118.6,118.6,0,0,,,,3.63%,2.11%,1.95%,21.70%,-12.04%,-3.16%,1.88,0.23,2.62%,3.66%,1.59%,-1.30%,-1.56%,-15.70%,8.26%,-50.63%,36.23%,51.44,-0.26%,1.56%,,50.82,0.31,6.28,1.29%,15605,,,10/15/2014,,
3609,IRL,"The New Ireland Fund, Inc.",Financial,Closed-End Fund - Foreign,USA,41.62,,,,47.29,0.95,,,,,-2.19,,,,,,,-52.80%,4.92,,,,38.77%,,,0.41,,,,,,,,,,,4.52%,-2.12%,6.03%,39.39%,0.25%,-14.62%,,0.21,1.96%,1.98%,0.44%,-0.53%,3.92%,-4.72%,4.97%,-16.06%,94.95%,51.48,0.00%,0.60%,,8.56,0.06,8.46,0.60%,532,,,3/30/1990,,
4080,LGHL,Lion Group Holding Ltd.,Financial,Asset Management,Hong Kong,41.58,5.51,,,2.46,4.11,5.13,,,,0.41,396.50%,,,,,-31.30%,-20.70%,17.4,7.57,,,11.30%,-80.16%,1.25%,0.16,,,102.90%,,,0,0.06,86.40%,,,-5.04%,-16.91%,-11.37%,-77.62%,,-77.53%,,0.24,10.51%,9.30%,-8.14%,-27.40%,-69.00%,-57.84%,6.10%,-80.80%,29.51%,36.84,1.80%,-1.33%,,605.69,0.04,2.26,0.44%,27563,,,6/21/2019,,
3513,IMRN,Immuron Limited,Healthcare,Biotechnology,Australia,40.49,,,,,4.16,,,,,-0.68,,,,,,,-31.70%,5.52,3.59,,,2.97%,,0.28%,0.01,,,,,,,,,,,1.10%,-17.55%,-0.14%,304.93%,166.55%,101.93%,,0.53,6.12%,6.63%,-5.98%,-22.44%,37.17%,-52.37%,6.31%,-74.72%,372.90%,36.45,-6.03%,4.00%,2,1772.1,0.01,7.33,-2.27%,11347,,5.98,3/2/2017,,
4377,MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.",Financial,Closed-End Fund - Equity,USA,40.35,,,,,,,,12.00%,,,,,,,,,,26.9,,,,22.54%,,,0.1,,,,,,,,,,,-0.66%,-22.68%,-27.88%,-19.79%,-82.82%,-81.34%,,0.06,3.40%,3.74%,-12.79%,-21.24%,-58.01%,-31.51%,2.03%,-83.44%,25.00%,22.08,0.00%,-0.66%,,166.72,5.39,1.5,-0.66%,840317,,,3/26/2013,1.51,0.67%
353,APDN,"Applied DNA Sciences, Inc.",Industrials,Security & Protection Services,USA,40.05,,,,12.14,3.96,3.67,,,,-4.07,38.90%,70.90%,24.20%,,14.60%,53.70%,-81.00%,4.58,4.36,4.80%,,12.50%,-2.95%,10.33%,0.39,-105.10%,-186.00%,,5,4.8,0.23,0.27,73.10%,,,-3.06%,2.84%,-7.88%,97.92%,-17.39%,81.38%,1.25,0.5,7.63%,6.22%,-3.91%,-13.05%,13.12%,-41.90%,9.51%,-61.40%,201.59%,38.66,-1.04%,-0.65%,2,1140.91,0.07,7.6,-1.68%,82334,8/6/2020 16:30,,10/18/2001,,
5411,PRFX,PainReform Ltd.,Healthcare,Drug Manufacturers - Specialty & Generic,Israel,39.96,,,,,,44.4,,,,-0.27,-28.60%,,,,,,,8.88,3.23,,,,,0.01%,0.01,,,,0.2,0.2,,,,,,-12.11%,-33.23%,,,,-33.23%,,0.49,9.78%,7.83%,-21.09%,-21.77%,-21.77%,-42.68%,0.00%,-42.68%,0.00%,,-4.66%,2.61%,,71.2,0.38,4.5,-2.17%,27665,,,9/1/2020,,
4587,MXE,Mexico Equity & Income Fund Inc.,Financial,Asset Management,Mexico,39.82,23.84,,,19.52,0.63,,,1.56%,,0.32,,,,,,,-8.90%,5.17,,,,28.62%,,,0.33,,,,,,,,,,,0.65%,-5.41%,-0.52%,14.93%,-26.98%,-33.62%,,0.16,2.66%,1.58%,-3.42%,-4.07%,-13.86%,-8.11%,2.94%,-38.52%,30.73%,42.2,-0.77%,0.78%,,4.59,7.58,7.7,0.00%,31271,,,8/15/1990,,
5516,PULM,"Pulmatrix, Inc.",Healthcare,Biotechnology,USA,39.2,,,,4.17,2,1.44,,,,-0.65,75.30%,-29.90%,48.70%,,,88.20%,-27.10%,34.41,27.09,,,24.00%,190.25%,0.36%,0.13,-39.90%,-115.60%,,2,2,0,0,,,,6.54%,5.56%,-33.33%,-10.94%,50.00%,32.56%,1.41,0.09,6.75%,8.31%,0.48%,-4.59%,-18.85%,-20.83%,22.58%,-44.53%,86.79%,47.99,-0.87%,-3.36%,,772.57,0.25,1.14,-4.20%,198878,,,3/21/2014,1.19,4.39%
4341,MFV,MFS Special Value Trust,Financial,Closed-End Fund - Debt,USA,38.45,,,,23.57,1.07,,,9.95%,,-0.08,,,,,,,-6.60%,7.22,,,,4.28%,,,0.54,,,,,,,,,,,2.08%,-0.96%,-1.69%,17.88%,-11.05%,-17.39%,,0.08,1.85%,1.41%,0.10%,-0.18%,-4.30%,-5.02%,2.67%,-25.63%,69.69%,50.63,1.69%,-1.32%,,18.06,0.67,5.33,0.34%,12176,,,11/17/1989,5.33,0.03%
1943,EDTK,Skillful Craftsman Education Technology Limited,Consumer Defensive,Education & Training Services,China,36.69,3.81,,,1.28,,3.08,3.74,,0.00%,0.8,15.00%,,,,,17.00%,12.10%,12.03,7.05,,,,,0.15%,0.05,,,35.50%,0.8,0.8,0,0,58.80%,46.30%,34.90%,0.99%,-20.57%,,,,-35.79%,,0.26,7.41%,7.61%,-10.35%,-21.82%,-21.82%,-54.81%,5.17%,-54.81%,5.17%,38.91,-3.48%,0.00%,,213.73,0.2,3.05,-3.48%,42501,,,7/23/2020,3.07,0.66%
1271,CLEU,China Liberal Education Holdings Limited,Consumer Defensive,Education & Training Services,China,36.48,,,,6.94,,,,,,,,,,,,-52.10%,0.40%,6.33,2.71,,,,,0.58%,0.11,,,,,,,,,,,-8.86%,-14.67%,23.87%,,,17.55%,,0.94,8.90%,13.78%,-9.95%,10.66%,19.75%,-44.93%,60.00%,-44.93%,69.38%,48.32,-5.57%,-0.81%,,139.45,0.09,5.76,-6.34%,12904,,,5/8/2020,5.76,0.00%
3474,IID,Voya International High Dividend Equity Income Fund,Financial,Closed-End Fund - Foreign,USA,36.39,,,,,,,,8.33%,,,,,,,,,,8.42,,,,35.47%,,,0.17,,,,,,,,,,,1.41%,-2.26%,3.60%,15.20%,-15.46%,-20.04%,,0.09,2.52%,2.04%,-0.88%,0.07%,-2.93%,-4.00%,4.85%,-21.45%,71.43%,48.28,-1.14%,-1.35%,,38.38,2.32,4.32,-2.48%,86139,,,9/26/2007,4.32,0.00%
5606,QRHC,Quest Resource Holding Corporation,Industrials,Waste Management,USA,35.55,28.38,35.09,1.89,0.38,0.47,8.89,11.47,,0.00%,0.07,97.70%,-31.25%,66.00%,15.00%,-10.70%,4360.90%,-13.40%,15.47,13.4,1.00%,,35.70%,-0.83%,0.32%,1.92,1.30%,1.70%,0.60%,1.5,1.5,0.06,0,19.50%,0.30%,1.10%,4.32%,1.37%,46.21%,72.32%,-23.11%,-11.47%,1.57,0.08,3.46%,4.18%,0.49%,5.86%,11.15%,-17.87%,48.46%,-27.17%,75.45%,57.76,1.58%,0.00%,,22.02,0.16,1.93,1.58%,3459,8/13/2020 4:30:00 PM,3.13,7/16/2009,,
4931,NYV,Nuveen New York Municipal Value Fund 2,Financial,Asset Management,USA,34.8,8.87,,,26.89,0.91,,,2.23%,,1.67,,,,,,85.80%,-15.90%,2.35,,,,16.66%,,,0.28,,,,,,,,,,,-0.34%,-1.20%,8.82%,16.16%,2.08%,3.58%,,0.13,0.31%,0.83%,-0.51%,0.84%,5.20%,-5.75%,8.10%,-5.75%,34.64%,52.25,-0.40%,0.47%,,5.83,0.13,14.81,0.07%,739,,,4/28/2009,,
4785,NOM,Nuveen Missouri Quality Municipal Income Fund,Financial,Closed-End Fund - Equity,USA,34.47,50.85,,,16.99,1.08,,,3.20%,,0.29,,,,,,,-1.80%,2.35,,,,4.70%,,,1.02,,,,,,,,,,,0.44%,1.00%,5.64%,2.05%,6.77%,3.05%,,0.19,1.52%,0.82%,0.57%,3.76%,4.29%,-1.38%,9.34%,-1.49%,46.22%,57.12,-0.98%,2.42%,,2.31,0.23,14.69,1.41%,531,,,5/20/1993,,
6378,SRV,The Cushing MLP & Infrastructure Total Return Fund,Financial,Closed-End Fund - Equity,USA,33.87,,,,,,,,9.28%,,,,,,,,,,2.18,,,,37.12%,,,0.65,,,,,,,,,,,0.66%,-12.42%,-13.83%,1.51%,-60.63%,-62.09%,,0.43,2.36%,2.40%,-6.55%,-12.42%,-35.22%,-20.15%,1.68%,-63.07%,158.52%,29.87,0.33%,-0.32%,,11.8,0.97,15.51,0.01%,11621,,,8/27/2007,15.54,0.19%
2414,FGB,First Trust Specialty Finance and Financial Opportunities Fund,Financial,Closed-End Fund - Equity,USA,33.62,,,,,,,,14.10%,,,,,,,,,,14.37,,,,26.84%,,,0.2,,,,,,,,,,,4.00%,-13.01%,-27.10%,30.54%,-61.39%,-60.87%,,0.1,3.29%,4.02%,-5.88%,-15.57%,-38.70%,-27.78%,5.41%,-63.49%,85.71%,34.47,0.00%,2.18%,,71.67,1.61,2.34,2.18%,113022,,,5/25/2007,2.35,0.43%
4326,MFAC,Megalith Financial Acquisition Corp.,Financial,Shell Companies,USA,32.91,115.73,,,,15.3,,,,,0.09,,,,,,,,3.2,2.19,,,80.15%,,7.45%,3.23,,,,,,,,,,,0.00%,0.39%,-5.29%,0.29%,2.28%,0.39%,,0.07,0.40%,0.78%,-0.09%,-0.49%,-1.06%,-4.63%,0.98%,-20.71%,2.49%,45.76,0.19%,-0.34%,,50.62,0.03,10.3,-0.15%,1439,,,9/21/2018,10.25,-0.49%
1291,CLRB,"Cellectar Biosciences, Inc.",Healthcare,Biotechnology,USA,32.51,,,,,0.91,1.45,,,,-1.46,64.90%,22.90%,59.80%,,,42.80%,,26.63,24.08,0.50%,,21.60%,102.01%,4.29%,1.27,-98.30%,-141.70%,,6.9,6.9,0.01,0,,,,5.98%,8.77%,-12.06%,0.00%,-33.69%,-44.89%,1.5,0.08,4.70%,7.13%,5.53%,-3.13%,-25.91%,-28.74%,22.77%,-62.76%,22.77%,52.16,-1.59%,1.61%,1.7,815.1,0.55,1.24,0.00%,463393,,,6/14/2005,1.27,2.42%
